WGS84_1;WGS84_2;LV95_1;LV95_2
7.275309643;47.12321999;2587607;1219150
7.275424038;47.12029681;2587615;1218825
7.266082296;47.12397998;2586907;1219236
7.278143711;47.12735265;2587823;1219609
7.280950136;47.12317395;2588035;1219144
7.267856548;47.12549379;2587042;1219404
7.285212081;47.12589621;2588359;1219446
7.267317835;47.12498927;2587001;1219348
7.270996103;47.12455397;2587280;1219299
7.27824337;47.12489719;2587830;1219336
7.265841549;47.125068;2586889;1219357
7.284598608;47.12384455;2588312;1219218
7.265902859;47.12648029;2586894;1219514
7.266502147;47.12455629;2586939;1219300
7.281443815;47.12557626;2588073;1219411
7.280665297;47.125899;2588014;1219447
7.276539117;47.126271;2587701;1219489
7.279634883;47.12230861;2587935;1219048
7.280032276;47.12604204;2587966;1219463
7.271746017;47.12495984;2587337;1219344
7.266980386;47.12746235;2586976;1219623
7.266494757;47.12684097;2586939;1219554
7.267185409;47.12518696;2586991;1219370
7.265757216;47.12668695;2586883;1219537
7.269506455;47.1246957;2587167;1219315
7.273827233;47.12529567;2587495;1219381
7.280800424;47.12477483;2588024;1219322
7.27341104;47.12351409;2587463;1219183
7.270270849;47.12468783;2587225;1219314
7.273751142;47.12433311;2587489;1219274
7.268299312;47.12303885;2587075;1219131
7.269217956;47.12424553;2587145;1219265
7.265748508;47.12531072;2586882;1219384
7.268379936;47.12255324;2587081;1219077
7.266731688;47.11877292;2586955;1218657
7.272348952;47.12601312;2587383;1219461
7.259223287;47.1218916;2586386;1219005
7.267098885;47.12749851;2586985;1219627
7.271366237;47.12419472;2587308;1219259
7.266878551;47.12634683;2586968;1219499
7.276494954;47.12346454;2587697;1219177
7.282799822;47.12606384;2588176;1219465
7.263660177;47.11913705;2586722;1218698
7.281982853;47.12601775;2588114;1219460
7.285329292;47.12638209;2588368;1219500
7.270838508;47.12020022;2587267;1218815
7.268044253;47.12449564;2587056;1219293
7.266619795;47.12485329;2586948;1219333
7.272550709;47.12470916;2587398;1219316
7.271206933;47.12456328;2587296;1219300
7.266542788;47.12421454;2586942;1219262
7.282464245;47.12365276;2588150;1219197
7.267139148;47.1272737;2586988;1219602
7.273161461;47.12325288;2587444;1219154
7.268724977;47.12592684;2587108;1219452
7.267657824;47.1258173;2587027;1219440
7.277102159;47.12747711;2587744;1219623
7.281537503;47.12509067;2588080;1219357
7.285331963;47.12545562;2588368;1219397
7.275420313;47.12151112;2587615;1218960
7.276355013;47.12181828;2587686;1218994
7.279890608;47.12493547;2587955;1219340
7.284081536;47.12491424;2588273;1219337
7.276971321;47.12716211;2587734;1219588
7.278872821;47.12155198;2587877;1218964
7.272128877;47.12474452;2587366;1219320
7.277010634;47.12289859;2587736;1219114
7.276532978;47.12828584;2587701;1219713
7.275835863;47.12782612;2587648;1219662
7.268752168;47.12566602;2587110;1219423
7.270565358;47.11906646;2587246;1218689
7.265631828;47.12471688;2586873;1219318
7.265154873;47.12548972;2586837;1219404
7.277202576;47.12478779;2587751;1219324
7.285422064;47.12620231;2588375;1219480
7.260991272;47.12125572;2586520;1218934
7.286757853;47.12455804;2588476;1219297
7.260717423;47.12039179;2586499;1218838
7.277391833;47.12756747;2587766;1219633
7.261200858;47.12163383;2586536;1218976
7.260229579;47.12047198;2586462;1218847
7.27753667;47.12761265;2587777;1219638
7.278093165;47.12663299;2587819;1219529
7.287904296;47.12459554;2588563;1219301
7.277761686;47.12293563;2587793;1219118
7.276885141;47.12082959;2587726;1218884
7.26453079;47.12288925;2586789;1219115
7.265191713;47.1263173;2586840;1219496
7.273539587;47.12455768;2587473;1219299
7.279832871;47.12661744;2587951;1219527
7.277778726;47.12165838;2587794;1218976
7.271545172;47.12596697;2587322;1219456
7.281854775;47.12475829;2588104;1219320
7.274656946;47.12547677;2587558;1219401
7.269738961;47.1261802;2587185;1219480
7.268098553;47.124001;2587060;1219238
7.27505848;47.12347148;2587588;1219178
7.270166217;47.12443582;2587217;1219286
7.275386809;47.12384074;2587613;1219219
7.270806523;47.12616378;2587266;1219478
7.278540147;47.12700241;2587853;1219570
7.268515493;47.12549477;2587092;1219404
7.263692792;47.1212419;2586725;1218932
7.276507365;47.12371641;2587698;1219205
7.275492816;47.123652;2587621;1219198
7.25986139;47.12023754;2586434;1218821
7.272929614;47.12576211;2587427;1219433
7.283224206;47.12515594;2588208;1219364
7.269145559;47.12628726;2587140;1219492
7.267109033;47.12435032;2586985;1219277
7.269489989;47.12573008;2587166;1219430
7.276422164;47.12140461;2587691;1218948
7.285580783;47.12600464;2588387;1219458
7.276891507;47.12740486;2587728;1219615
7.266234232;47.12589612;2586919;1219449
7.284894485;47.12634552;2588335;1219496
7.26696224;47.12491677;2586974;1219340
7.274328501;47.12514348;2587533;1219364
7.2810382;47.12458626;2588042;1219301
7.276606847;47.12134191;2587705;1218941
7.282914235;47.12299674;2588184;1219124
7.280394398;47.12392875;2587993;1219228
7.279956529;47.12492657;2587960;1219339
7.276686661;47.12542569;2587712;1219395
7.267266075;47.12469236;2586997;1219315
7.284052067;47.12598459;2588271;1219456
7.268318824;47.12106;2587076;1218911
7.264809208;47.12237696;2586810;1219058
7.286427021;47.12503432;2588451;1219350
7.274697855;47.12075451;2587560;1218876
7.270820411;47.12593893;2587267;1219453
7.267529505;47.12473773;2587017;1219320
7.277333136;47.12519274;2587761;1219369
7.292170598;47.12590535;2588887;1219446
7.264531029;47.11878758;2586788;1218659
7.274117752;47.1251072;2587517;1219360
7.276167383;47.12716097;2587673;1219588
7.269755366;47.1251638;2587186;1219367
7.27127088;47.1209924;2587300;1218903
7.277237366;47.12200842;2587753;1219015
7.279266489;47.12211021;2587907;1219026
7.278262081;47.12306226;2587831;1219132
7.266868711;47.12531241;2586967;1219384
7.285683085;47.12709316;2588395;1219579
7.27678124;47.12466126;2587719;1219310
7.270688053;47.12611863;2587257;1219473
7.27949172;47.12611325;2587925;1219471
7.275236374;47.12133096;2587601;1218940
7.270293365;47.12590217;2587227;1219449
7.27752597;47.1267941;2587776;1219547
7.276272925;47.1228076;2587680;1219104
7.264116572;47.12462463;2586758;1219308
7.277312838;47.12754038;2587760;1219630
7.282302323;47.1249388;2588138;1219340
7.269940611;47.12493021;2587200;1219341
7.285438327;47.12513195;2588376;1219361
7.275901046;47.12375153;2587652;1219209
7.268381143;47.12629511;2587082;1219493
7.265897329;47.12412362;2586893;1219252
7.267088228;47.12671594;2586984;1219540
7.265988879;47.12433963;2586900;1219276
7.283722775;47.12592118;2588246;1219449
7.264445597;47.12476005;2586783;1219323
7.28162694;47.12604424;2588087;1219463
7.273437536;47.12346915;2587465;1219178
7.28239106;47.12613524;2588145;1219473
7.267322732;47.12756181;2587002;1219634
7.278150034;47.12525686;2587823;1219376
7.279438557;47.1218586;2587920;1218998
7.272853174;47.12491648;2587421;1219339
7.270547777;47.12046064;2587245;1218844
7.277036344;47.12745004;2587739;1219620
7.278945733;47.12360292;2587883;1219192
7.265132139;47.12033561;2586834;1218831
7.283093549;47.12476898;2588198;1219321
7.276552954;47.12605515;2587702;1219465
7.269279411;47.12563982;2587150;1219420
7.265479264;47.11895093;2586860;1218677
7.273028558;47.12361248;2587434;1219194
7.283567721;47.12485957;2588234;1219331
7.27590088;47.12811404;2587653;1219694
7.278659708;47.12668776;2587862;1219535
7.282907151;47.12541636;2588184;1219393
7.269069236;47.12542363;2587134;1219396
7.287929965;47.12483843;2588565;1219328
7.278353957;47.12755983;2587839;1219632
7.272494904;47.12569851;2587394;1219426
7.276489663;47.12520054;2587697;1219370
7.266776517;47.12529428;2586960;1219382
7.283450057;47.1245356;2588225;1219295
7.282688226;47.12367105;2588167;1219199
7.28556012;47.12402574;2588385;1219238
7.267171506;47.12541181;2586990;1219395
7.286350138;47.12426966;2588445;1219265
7.286653863;47.12405419;2588468;1219241
7.260665915;47.12003191;2586495;1218798
7.265416724;47.12602081;2586857;1219463
7.283393404;47.12588475;2588221;1219445
7.279899976;47.12179627;2587955;1218991
7.275691127;47.1234454;2587636;1219175
7.275648884;47.12002729;2587632;1218795
7.278805986;47.12186671;2587872;1218999
7.263883365;47.11938925;2586739;1218726
7.274077381;47.12537699;2587514;1219390
7.281337772;47.125783;2588065;1219434
7.281425593;47.1228238;2588071;1219105
7.276256673;47.12813254;2587680;1219696
7.275944765;47.12669292;2587656;1219536
7.275334252;47.11949614;2587608;1218736
7.277636981;47.12059679;2587783;1218858
7.276665705;47.12798021;2587711;1219679
7.271651282;47.12575125;2587330;1219432
7.266968658;47.12701259;2586975;1219573
7.27322327;47.12456622;2587449;1219300
7.265719491;47.12612921;2586880;1219475
7.268768735;47.12460465;2587111;1219305
7.278846054;47.12607637;2587876;1219467
7.276534787;47.12769219;2587701;1219647
7.268766754;47.1252253;2587111;1219374
7.277602567;47.12325922;2587781;1219154
7.277673717;47.12587683;2587787;1219445
7.276035342;47.12724173;2587663;1219597
7.272222423;47.1243309;2587373;1219274
7.277202144;47.12058718;2587750;1218857
7.282793258;47.12380612;2588175;1219214
7.26933559;47.12455153;2587154;1219299
7.291855072;47.1256261;2588863;1219415
7.257517214;47.11981109;2586256;1218774
7.27542858;47.12311222;2587616;1219138
7.280023951;47.12441396;2587965;1219282
7.264113681;47.12550612;2586758;1219406
7.267092868;47.12527677;2586984;1219380
7.26505396;47.12410435;2586829;1219250
7.275847318;47.11977572;2587647;1218767
7.276750462;47.12178286;2587716;1218990
7.27406;47.12673519;2587513;1219541
7.267010081;47.12642798;2586978;1219508
7.269293821;47.12525306;2587151;1219377
7.276537719;47.12672974;2587701;1219540
7.287626751;47.12487401;2588542;1219332
7.277590994;47.12708203;2587781;1219579
7.261153905;47.11990674;2586532;1218784
7.276068655;47.12496608;2587665;1219344
7.271289937;47.12331311;2587302;1219161
7.285308094;47.12459208;2588366;1219301
7.266882791;47.12094991;2586967;1218899
7.278669148;47.12354856;2587862;1219186
7.267951916;47.12452248;2587049;1219296
7.275351083;47.1225994;2587610;1219081
7.276528679;47.1253715;2587700;1219389
7.278142689;47.12332295;2587822;1219161
7.277649396;47.12084866;2587784;1218886
7.270319182;47.12607311;2587229;1219468
7.277557316;47.12079456;2587777;1218880
7.272766392;47.11893476;2587413;1218674
7.257011713;47.12120449;2586218;1218929
7.266836952;47.12698541;2586965;1219570
7.279201839;47.12169636;2587902;1218980
7.265294543;47.1230703;2586847;1219135
7.277720519;47.12347527;2587790;1219178
7.28097532;47.12356976;2588037;1219188
7.27814543;47.12241447;2587822;1219060
7.283019082;47.12319478;2588192;1219146
7.257334966;47.11915417;2586242;1218701
7.278948541;47.12266745;2587883;1219088
7.255932612;47.12077102;2586136;1218881
7.282452414;47.123194;2588149;1219146
7.28699512;47.12454036;2588494;1219295
7.268506677;47.12000788;2587090;1218794
7.281379516;47.12503648;2588068;1219351
7.256144473;47.12047452;2586152;1218848
7.283089551;47.1261362;2588198;1219473
7.270796408;47.12519232;2587265;1219370
7.277083736;47.12052405;2587741;1218850
7.26035107;47.11960866;2586471;1218751
7.289418305;47.12514621;2588678;1219362
7.278446917;47.12732609;2587846;1219606
7.270202364;47.12550626;2587220;1219405
7.269874489;47.12500207;2587195;1219349
7.282156907;47.12509152;2588127;1219357
7.277005797;47.12449068;2587736;1219291
7.271575032;47.12485165;2587324;1219332
7.268999987;47.12647593;2587129;1219513
7.263866732;47.12044162;2586738;1218843
7.278604852;47.12301777;2587857;1219127
7.285322181;47.12427728;2588367;1219266
7.278980355;47.12524003;2587886;1219374
7.278302158;47.12288242;2587834;1219112
7.282736247;47.12527221;2588171;1219377
7.279396366;47.13595349;2587920;1220565
7.280694753;47.12485564;2588016;1219331
7.266874574;47.12757913;2586968;1219636
7.259559848;47.11977833;2586411;1218770
7.278256169;47.12502314;2587831;1219350
7.284057165;47.1242306;2588271;1219261
7.283896091;47.1252378;2588259;1219373
7.269296157;47.12037784;2587150;1218835
7.259388813;47.1196971;2586398;1218761
7.265021793;47.12588529;2586827;1219448
7.266082471;47.12392601;2586907;1219230
7.266350834;47.12651694;2586928;1219518
7.259480722;47.11979619;2586405;1218772
7.270991285;47.1260831;2587280;1219469
7.256629279;47.12128484;2586189;1218938
7.260528933;47.12158781;2586485;1218971
7.27103629;47.12434715;2587283;1219276
7.283765245;47.12491381;2588249;1219337
7.27516628;47.12698864;2587597;1219569
7.28331609;47.12528199;2588215;1219378
7.275217229;47.12327382;2587600;1219156
7.279899439;47.12197617;2587955;1219011
7.278588075;47.12421407;2587856;1219260
7.276742238;47.12015477;2587715;1218809
7.278090844;47.12303504;2587818;1219129
7.277694578;47.12769383;2587789;1219647
7.290050763;47.12519201;2588726;1219367
7.275659121;47.12528931;2587634;1219380
7.278494308;47.12471765;2587849;1219316
7.26601369;47.1248164;2586902;1219329
7.270766503;47.12631663;2587263;1219495
7.272169202;47.12449273;2587369;1219292
7.271136493;47.13019397;2587292;1219926
7.266964004;47.12028441;2586973;1218825
7.256720909;47.12146488;2586196;1218958
7.282119249;47.12445283;2588124;1219286
7.281181648;47.12509917;2588053;1219358
7.27378856;47.12501678;2587492;1219350
7.260624758;47.12051757;2586492;1218852
7.27575618;47.12802389;2587642;1219684
7.292184099;47.12578843;2588888;1219433
7.267155689;47.12623032;2586989;1219486
7.271071946;47.1255795;2587286;1219413
7.270725161;47.118536;2587258;1218630
7.27429455;47.12333547;2587530;1219163
7.272774523;47.12478144;2587415;1219324
7.259830593;47.12155974;2586432;1218968
7.273511806;47.12501638;2587471;1219350
7.278850269;47.12467317;2587876;1219311
7.275303679;47.12516287;2587607;1219366
7.274829767;47.12499129;2587571;1219347
7.283910918;47.12467115;2588260;1219310
7.279683027;47.12383781;2587939;1219218
7.256696705;47.1208352;2586194;1218888
7.266902005;47.119079;2586968;1218691
7.263106025;47.1233458;2586681;1219166
7.283920355;47.12595743;2588261;1219453
7.283506235;47.12334835;2588229;1219163
7.276311839;47.13164961;2587685;1220087
7.282831977;47.12408501;2588178;1219245
7.291709209;47.12594973;2588852;1219451
7.274805964;47.11988216;2587568;1218779
7.270933558;47.11930987;2587274;1218716
7.284926718;47.12431272;2588337;1219270
7.279793549;47.12654542;2587948;1219519
7.264248535;47.12457086;2586768;1219302
7.265919395;47.1254459;2586895;1219399
7.272316818;47.11942882;2587379;1218729
7.271309336;47.12552588;2587304;1219407
7.278550326;47.12362035;2587853;1219194
7.266298933;47.12626501;2586924;1219490
7.257021055;47.12232887;2586219;1219054
7.273390682;47.12582574;2587462;1219440
7.278566535;47.12261295;2587854;1219082
7.276371493;47.12505646;2587688;1219354
7.291565682;47.12542784;2588841;1219393
7.286231015;47.1244494;2588436;1219285
7.265369572;47.12431171;2586853;1219273
7.287496383;47.13828517;2588535;1220823
7.278195755;47.12320609;2587826;1219148
7.271310241;47.12523805;2587304;1219375
7.276055422;47.12498405;2587664;1219346
7.268397948;47.12516178;2587083;1219367
7.277610844;47.12487831;2587782;1219334
7.266362935;47.12684977;2586929;1219555
7.261362469;47.12059068;2586548;1218860
7.279933472;47.12382017;2587958;1219216
7.268649897;47.12467644;2587102;1219313
7.259506926;47.11984121;2586407;1218777
7.278627962;47.12409719;2587859;1219247
7.279409886;47.12263212;2587918;1219084
7.278103181;47.1233139;2587819;1219160
7.288786584;47.12483956;2588630;1219328
7.278756612;47.12514077;2587869;1219363
7.276951196;47.12511125;2587732;1219360
7.281012962;47.12420844;2588040;1219259
7.263401961;47.1215203;2586703;1218963
7.267127273;47.12686891;2586987;1219557
7.276011761;47.12633322;2587661;1219496
7.27098094;47.12518359;2587279;1219369
7.275837928;47.1271515;2587648;1219587
7.270216767;47.12511951;2587221;1219362
7.256220488;47.12136514;2586158;1218947
7.259612588;47.11976941;2586415;1218769
7.270678362;47.12083862;2587255;1218886
7.278150549;47.12508596;2587823;1219357
7.27298695;47.12427804;2587431;1219268
7.281267959;47.12265268;2588059;1219086
7.285340371;47.12711069;2588369;1219581
7.27868257;47.12346762;2587863;1219177
7.275538666;47.12159224;2587624;1218969
7.27758495;47.12472536;2587780;1219317
7.277483907;47.12327705;2587772;1219156
7.273014764;47.12381034;2587433;1219216
7.276776736;47.12180988;2587718;1218993
7.267898999;47.12458537;2587045;1219303
7.269613085;47.12431807;2587175;1219273
7.272413807;47.12634603;2587388;1219498
7.262296088;47.12119478;2586619;1218927
7.257223478;47.12093498;2586234;1218899
7.285675726;47.1250693;2588394;1219354
7.270496621;47.12413948;2587242;1219253
7.273504015;47.12328036;2587470;1219157
7.285190291;47.12431308;2588357;1219270
7.274820881;47.12359707;2587570;1219192
7.284347485;47.12409607;2588293;1219246
7.275863323;47.12746636;2587650;1219622
7.270168102;47.11967753;2587216;1218757
7.28745589;47.13861793;2588532;1220860
7.266396805;47.12452914;2586931;1219297
7.266189915;47.12737121;2586916;1219613
7.263552758;47.12375126;2586715;1219211
7.267876319;47.11933232;2587042;1218719
7.270353241;47.11947092;2587230;1218734
7.270005906;47.12511919;2587205;1219362
7.278414017;47.1251223;2587843;1219361
7.27930473;47.12254202;2587910;1219074
7.275984819;47.12221352;2587658;1219038
7.268499582;47.12634926;2587091;1219499
7.277894825;47.12684859;2587804;1219553
7.286046049;47.12461106;2588422;1219303
7.269337779;47.11972128;2587153;1218762
7.271720815;47.12039041;2587334;1218836
7.258072439;47.11929026;2586298;1218716
7.268122374;47.12479258;2587062;1219326
7.283726233;47.12473386;2588246;1219317
7.282437069;47.12393156;2588148;1219228
7.269004432;47.12508173;2587129;1219358
7.272116149;47.12460059;2587365;1219304
7.277242958;47.124509;2587754;1219293
7.267244413;47.11914248;2586994;1218698
7.281109048;47.12291331;2588047;1219115
7.283835014;47.12358266;2588254;1219189
7.279833656;47.1219401;2587950;1219007
7.273989709;47.11963813;2587506;1218752
7.280053392;47.12337959;2587967;1219167
7.282446867;47.12508292;2588149;1219356
7.275619612;47.12528026;2587631;1219379
7.270424813;47.1260103;2587237;1219461
7.283190479;47.12316802;2588205;1219143
7.256800345;47.12135707;2586202;1218946
7.272785346;47.12553703;2587416;1219408
7.267260775;47.12633841;2586997;1219498
7.281355366;47.12428987;2588066;1219268
7.278336001;47.12477139;2587837;1219322
7.270941599;47.12930319;2587277;1219827
7.280511615;47.12439664;2588002;1219280
7.277307347;47.12065929;2587758;1218865
7.261774442;47.12351465;2586580;1219185
7.2696365;47.12524458;2587177;1219376
7.274302838;47.12491858;2587531;1219339
7.27797137;47.12332271;2587809;1219161
7.276829468;47.12613649;2587723;1219474
7.264753632;47.11921967;2586805;1218707
7.268830466;47.125909;2587116;1219450
7.27401708;47.12356893;2587509;1219189
7.266006706;47.11884379;2586900;1218665
7.273334087;47.1355581;2587460;1220522
7.257276925;47.12071919;2586238;1218875
7.259559697;47.1198233;2586411;1218775
7.282470715;47.12593746;2588151;1219451
7.274644922;47.1208264;2587556;1218884
7.270495967;47.12434636;2587242;1219276
7.288628591;47.12478538;2588618;1219322
7.258296637;47.11923665;2586315;1218710
7.284216248;47.123907;2588283;1219225
7.269450309;47.125775;2587163;1219435
7.2642876;47.12471484;2586771;1219318
7.268868052;47.12652071;2587119;1219518
7.259326439;47.12256638;2586394;1219080
7.278870116;47.12684096;2587878;1219552
7.265540894;47.12431197;2586866;1219273
7.279277808;47.12273088;2587908;1219095
7.285242383;47.12452903;2588361;1219294
7.27497171;47.12169037;2587581;1218980
7.26192681;47.12128416;2586591;1218937
7.274443835;47.12620505;2587542;1219482
7.276683587;47.12210658;2587711;1219026
7.262733999;47.12426271;2586653;1219268
7.27867359;47.12645391;2587863;1219509
7.272830321;47.12379209;2587419;1219214
7.265230899;47.1264253;2586843;1219508
7.27468695;47.12001692;2587559;1218794
7.256958265;47.12142028;2586214;1218953
7.269571977;47.12481273;2587172;1219328
7.280670746;47.12406405;2588014;1219243
7.282246117;47.12612605;2588134;1219472
7.28367302;47.12490469;2588242;1219336
7.284792903;47.12501414;2588327;1219348
7.261351717;47.11986208;2586547;1218779
7.287719922;47.12455032;2588549;1219296
7.264928777;47.12611901;2586820;1219474
7.281870923;47.12375089;2588105;1219208
7.276799552;47.12730578;2587721;1219604
7.276735943;47.12222359;2587715;1219039
7.276048164;47.12735868;2587664;1219610
7.277511973;47.12706393;2587775;1219577
7.2854884;47.12604949;2588380;1219463
7.267578345;47.12594311;2587021;1219454
7.289602784;47.12515545;2588692;1219363
7.279199062;47.12262283;2587902;1219083
7.277922351;47.13082436;2587807;1219995
7.281408905;47.1240111;2588070;1219237
7.271760522;47.1245371;2587338;1219297
7.263012382;47.12376842;2586674;1219213
7.278908195;47.12732674;2587881;1219606
7.281037401;47.12485611;2588042;1219331
7.267078617;47.1174332;2586981;1218508
7.275845965;47.12452501;2587648;1219295
7.276360363;47.12006428;2587686;1218799
7.276475635;47.12547936;2587696;1219401
7.267602799;47.12243515;2587022;1219064
7.287758922;47.12473926;2588552;1219317
7.278995019;47.12474533;2587887;1219319
7.27528116;47.12391255;2587605;1219227
7.28166304;47.12274317;2588089;1219096
7.269334431;47.12077367;2587153;1218879
7.274498272;47.12564744;2587546;1219420
7.269163149;47.12076442;2587140;1218878
7.269769801;47.12476805;2587187;1219323
7.278479938;47.1251134;2587848;1219360
7.26999594;47.11994712;2587203;1218787
7.278750949;47.12264019;2587868;1219085
7.274511229;47.12571942;2587547;1219428
7.277958029;47.12337666;2587808;1219167
7.282105727;47.12456974;2588123;1219299
7.268687882;47.12516222;2587105;1219367
7.289589529;47.12518242;2588691;1219366
7.286559735;47.12471069;2588461;1219314
7.277417361;47.12349283;2587767;1219180
7.267569735;47.12452191;2587020;1219296
7.264603595;47.12480527;2586795;1219328
7.280933758;47.12425331;2588034;1219264
7.286163987;47.12484508;2588431;1219329
7.273840133;47.12538564;2587496;1219391
7.29176277;47.12564397;2588856;1219417
7.287246181;47.12430683;2588513;1219269
7.259520285;47.11978726;2586408;1218771
7.26844701;47.12630421;2587087;1219494
7.266835675;47.12738118;2586965;1219614
7.270692198;47.12480539;2587257;1219327
7.277958111;47.12334967;2587808;1219164
7.259625645;47.11980541;2586416;1218773
7.266427522;47.12725464;2586934;1219600
7.283237306;47.12518294;2588209;1219367
7.285966977;47.12461095;2588416;1219303
7.280859062;47.12277805;2588028;1219100
7.268148299;47.12492754;2587064;1219341
7.267740942;47.12455815;2587033;1219300
7.288482736;47.12510001;2588607;1219357
7.267058709;47.12769634;2586982;1219649
7.277438934;47.12072244;2587768;1218872
7.279370946;47.13563864;2587918;1220530
7.268439181;47.12463115;2587086;1219308
7.282818482;47.12419293;2588177;1219257
7.278622768;47.1258242;2587859;1219439
7.267153776;47.12682398;2586989;1219552
7.281626356;47.12624213;2588087;1219485
7.26985977;47.12548777;2587194;1219403
7.268215173;47.12462182;2587069;1219307
7.276263592;47.12586584;2587680;1219444
7.269400319;47.12077377;2587158;1218879
7.292264288;47.12538376;2588894;1219388
7.277220882;47.1274413;2587753;1219619
7.277556822;47.12530999;2587778;1219382
7.274687809;47.11973808;2587559;1218763
7.28282726;47.12569509;2588178;1219424
7.291802331;47.12563503;2588859;1219416
7.276472564;47.12648679;2587696;1219513
7.265818959;47.12390762;2586887;1219228
7.278535523;47.12416002;2587852;1219254
7.265302683;47.12461744;2586848;1219307
7.266752396;47.12460164;2586958;1219305
7.282030362;47.12331036;2588117;1219159
7.255106228;47.11966332;2586073;1218758
7.278148632;47.12135308;2587822;1218942
7.276219498;47.12304139;2587676;1219130
7.264572736;47.12618144;2586793;1219481
7.264178396;47.12586601;2586763;1219446
7.26396706;47.12600961;2586747;1219462
7.264388759;47.12601925;2586779;1219463
7.264888036;47.12648774;2586817;1219515
7.26420384;47.12614489;2586765;1219477
7.26470388;47.12637952;2586803;1219503
7.264467068;47.12625323;2586785;1219489
7.263086201;47.12536063;2586680;1219390
7.268437484;47.12516184;2587086;1219367
7.270561722;47.1202178;2587246;1218817
7.271757532;47.12549056;2587338;1219403
7.257103314;47.12139353;2586225;1218950
7.271715963;47.12613813;2587335;1219475
7.268293381;47.12489178;2587075;1219337
7.275587852;47.12704321;2587629;1219575
7.285605018;47.12674225;2588389;1219540
7.285499921;47.12662518;2588381;1219527
7.271742886;47.12595827;2587337;1219455
7.285697868;47.12653549;2588396;1219517
7.286225498;47.12637429;2588436;1219499
7.285553311;47.12639138;2588385;1219501
7.285962148;47.12629299;2588416;1219490
7.285855165;47.12683253;2588408;1219550
7.284857834;47.12534704;2588332;1219385
7.28155788;47.12265308;2588081;1219086
7.257205488;47.12234715;2586233;1219056
